OPTIMIZE_IN_SELECT,OPTIMIZE_INSERT_FROM_SELECT,OPTIMIZE_TWO_EQUALS,OPTIMIZE_IN_LIST,OPTIMIZE_EVALUATABLE_SUBQUERIES,PAGE_STORE_TRIM,MV_STORE,RECOMPILE_ALWAYS,COMPRESS,IGNORE_CATALOGS,OPTIMIZE_OR,PAGE_STORE_INTERNAL_COUNT,REUSE_SPACE,DROP_RESTRICT,PAGE_STORE,DEFRAG_ALWAYS,OPTIMIZE_DISTINCT,config,workload,throughput
True,True,True,True,False,False,False,False,False,False,True,False,True,False,True,True,True,1869,ycsb-600,22028.26402609126
True,True,True,True,False,False,False,False,False,False,True,False,True,False,True,True,True,1869,ycsb-2400,14420.779221373505
True,True,True,True,False,False,False,False,False,False,True,False,True,False,True,True,True,1869,tpcc-8,586.7238507904655
True,True,True,True,False,False,False,False,False,False,True,False,True,False,True,True,True,1869,smallbank-1,17978.62015975817
True,True,True,True,False,False,False,False,False,False,True,False,True,False,True,True,True,1869,smallbank-10,11803.362752933568
True,True,True,True,False,False,False,False,False,False,True,False,True,False,True,True,True,1869,voter-2,30110.499952826885
True,True,True,True,False,False,False,False,False,False,True,False,True,False,True,True,True,1869,tpcc-2,707.9493348462025
True,True,True,True,False,False,False,False,False,False,True,False,True,False,True,True,True,1869,voter-16,29866.68329351109
False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,1870,tpcc-2,896.8712461547053
False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,1870,voter-16,47327.46268563827
False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,1870,smallbank-10,18035.25552827145
False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,1870,voter-2,47169.14992452936
False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,1870,tpcc-8,1018.0084569544324
False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,1870,smallbank-1,25528.35946222988
False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,1870,ycsb-600,25486.293747311727
False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,1870,ycsb-2400,18220.915788985843
True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,1871,voter-2,47816.84871292982
True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,1871,smallbank-10,17918.109633288124
True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,1871,voter-16,47091.049891690585
True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,1871,tpcc-2,870.8311434397431
True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,1871,ycsb-600,24931.02813324572
True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,1871,ycsb-2400,19316.68896416884
True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,1871,tpcc-8,995.9595462032852
True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,1871,smallbank-1,25323.92070136272
False,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,1872,tpcc-8,646.5913521424077
False,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,1872,smallbank-1,20602.406400263622
False,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,1872,ycsb-600,24972.61046273268
False,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,1872,ycsb-2400,16005.922238828334
False,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,1872,voter-16,30385.09991238963
False,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,1872,tpcc-2,751.3374430976702
False,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,1872,voter-2,29475.949997052405
False,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,1872,smallbank-10,13222.915431146888
True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,1873,ycsb-600,26189.032764456984
True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,1873,ycsb-2400,17865.784277812072
True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,1873,tpcc-8,352.3331735267503
True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,1873,smallbank-1,25839.215603291137
True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,1873,smallbank-10,18169.563809817468
True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,1873,voter-2,46316.849939788095
True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,1873,tpcc-2,862.4079191625284
True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,1873,voter-16,47021.63324242484
True,False,True,True,True,False,False,True,True,False,False,False,False,True,True,True,True,1874,smallbank-1,17549.5603090279
True,False,True,True,True,False,False,True,True,False,False,False,False,True,True,True,True,1874,tpcc-8,580.8494573607561
True,False,True,True,True,False,False,True,True,False,False,False,False,True,True,True,True,1874,ycsb-2400,13279.522145260216
True,False,True,True,True,False,False,True,True,False,False,False,False,True,True,True,True,1874,ycsb-600,19482.350147798286
True,False,True,True,True,False,False,True,True,False,False,False,False,True,True,True,True,1874,tpcc-2,696.3143184162593
True,False,True,True,True,False,False,True,True,False,False,False,False,True,True,True,True,1874,voter-16,25735.76665036735
True,False,True,True,True,False,False,True,True,False,False,False,False,True,True,True,True,1874,smallbank-10,11635.07346489731
True,False,True,True,True,False,False,True,True,False,False,False,False,True,True,True,True,1874,voter-2,24715.583303262705
True,True,True,True,True,False,False,True,True,True,True,True,False,True,True,False,True,1875,ycsb-2400,13626.234665505855
True,True,True,True,True,False,False,True,True,True,True,True,False,True,True,False,True,1875,ycsb-600,18878.88607427526
True,True,True,True,True,False,False,True,True,True,True,True,False,True,True,False,True,1875,smallbank-1,18109.59019963468
True,True,True,True,True,False,False,True,True,True,True,True,False,True,True,False,True,1875,tpcc-8,563.1900788717301
True,True,True,True,True,False,False,True,True,True,True,True,False,True,True,False,True,1875,voter-2,25442.399919008363
True,True,True,True,True,False,False,True,True,True,True,True,False,True,True,False,True,1875,smallbank-10,11827.156580026392
True,True,True,True,True,False,False,True,True,True,True,True,False,True,True,False,True,1875,voter-16,24589.96663183088
True,True,True,True,True,False,False,True,True,True,True,True,False,True,True,False,True,1875,tpcc-2,662.6076224591412
True,True,True,True,True,False,False,True,False,False,False,False,False,True,True,True,True,1876,voter-16,25303.76665738862
True,True,True,True,True,False,False,True,False,False,False,False,False,True,True,True,True,1876,tpcc-2,694.2782610057862
True,True,True,True,True,False,False,True,False,False,False,False,False,True,True,True,True,1876,voter-2,25363.23325935724
True,True,True,True,True,False,False,True,False,False,False,False,False,True,True,True,True,1876,smallbank-10,11909.05640893416
True,True,True,True,True,False,False,True,False,False,False,False,False,True,True,True,True,1876,smallbank-1,16887.1896404916
True,True,True,True,True,False,False,True,False,False,False,False,False,True,True,True,True,1876,tpcc-8,513.2324429178143
True,True,True,True,True,False,False,True,False,False,False,False,False,True,True,True,True,1876,ycsb-2400,12345.974374489822
True,True,True,True,True,False,False,True,False,False,False,False,False,True,True,True,True,1876,ycsb-600,19369.73352599464
False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,1878,ycsb-600,25873.0080408637
False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,1878,ycsb-2400,16822.266012287135
False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,1878,tpcc-8,994.2602303396366
False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,1878,smallbank-1,25845.657501826205
False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,1878,voter-2,47522.94974099992
False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,1878,smallbank-10,18059.161711032608
False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,1878,voter-16,47345.19945237386
False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,1878,tpcc-2,889.6437167874585
True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,False,False,1879,tpcc-8,645.770902609395
True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,False,False,1879,smallbank-1,19761.444372038422
True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,False,False,1879,ycsb-600,23777.95707777367
True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,False,False,1879,ycsb-2400,15541.892017484355
True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,False,False,1879,tpcc-2,740.2497389015796
True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,False,False,1879,voter-16,30049.599965943788
True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,False,False,1879,smallbank-10,12946.235419316046
True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,False,False,1879,voter-2,29402.083315692085
False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,True,True,1880,ycsb-600,18913.23006967136
False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,True,True,1880,ycsb-2400,12670.588946422273
False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,True,True,1880,tpcc-8,832.6381760383173
False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,True,True,1880,smallbank-1,19586.25187041078
False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,True,True,1880,smallbank-10,14063.664314837244
False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,True,True,1880,voter-2,32729.433280420748
False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,True,True,1880,tpcc-2,716.8967635934573
False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,True,True,1880,voter-16,32010.2999146392
True,True,True,True,True,False,False,True,False,True,True,True,False,True,True,True,True,1881,tpcc-8,551.2409628362196
True,True,True,True,True,False,False,True,False,True,True,True,False,True,True,True,True,1881,smallbank-1,16490.36869638964
True,True,True,True,True,False,False,True,False,True,True,True,False,True,True,True,True,1881,ycsb-600,19394.45833015326
True,True,True,True,True,False,False,True,False,True,True,True,False,True,True,True,True,1881,ycsb-2400,13575.213121386574
True,True,True,True,True,False,False,True,False,True,True,True,False,True,True,True,True,1881,voter-16,25283.599942690507
True,True,True,True,True,False,False,True,False,True,True,True,False,True,True,True,True,1881,tpcc-2,648.9117208237585
True,True,True,True,True,False,False,True,False,True,True,True,False,True,True,True,True,1881,voter-2,24846.649943680924
True,True,True,True,True,False,False,True,False,True,True,True,False,True,True,True,True,1881,smallbank-10,11488.432662231848
True,False,True,True,True,False,True,True,True,False,True,False,False,True,False,True,True,1882,voter-2,28869.48323421477
True,False,True,True,True,False,True,True,True,False,True,False,False,True,False,True,True,1882,smallbank-10,13877.065975528094
True,False,True,True,True,False,True,True,True,False,True,False,False,True,False,True,True,1882,voter-16,30101.733291692603
True,False,True,True,True,False,True,True,True,False,True,False,False,True,False,True,True,1882,tpcc-2,660.2152045760818
True,False,True,True,True,False,True,True,True,False,True,False,False,True,False,True,True,1882,ycsb-600,13874.763825899185
True,False,True,True,True,False,True,True,True,False,True,False,False,True,False,True,True,1882,ycsb-2400,10480.228310428414
True,False,True,True,True,False,True,True,True,False,True,False,False,True,False,True,True,1882,tpcc-8,753.0085852655783
True,False,True,True,True,False,True,True,True,False,True,False,False,True,False,True,True,1882,smallbank-1,18416.22464563656
False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,1883,tpcc-2,882.8097537218956
False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,1883,voter-16,47694.8331822997
False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,1883,smallbank-10,17905.651499870863
False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,1883,voter-2,47588.99990006311
False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,1883,tpcc-8,499.2633707712034
False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,1883,smallbank-1,26150.261920545632
False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,1883,ycsb-600,26782.522808849164
False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,1883,ycsb-2400,19678.022951400708
True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,1884,smallbank-10,18137.814541057363
True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,1884,voter-2,47866.01654381056
True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,1884,tpcc-2,910.625329968725
True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,1884,voter-16,46745.5999649408
True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,1884,ycsb-2400,19545.85791155866
True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,1884,ycsb-600,25061.134490390144
True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,1884,smallbank-1,26104.78251684259
True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,1884,tpcc-8,961.3855968094042
True,True,True,False,True,False,False,True,True,False,False,False,False,True,True,True,True,1885,voter-16,25706.19994173261
True,True,True,False,True,False,False,True,True,False,False,False,False,True,True,True,True,1885,tpcc-2,634.6942523357898
True,True,True,False,True,False,False,True,True,False,False,False,False,True,True,True,True,1885,voter-2,24923.816666251267
True,True,True,False,True,False,False,True,True,False,False,False,False,True,True,True,True,1885,smallbank-10,11937.470118639854
True,True,True,False,True,False,False,True,True,False,False,False,False,True,True,True,True,1885,smallbank-1,18306.31091257105
True,True,True,False,True,False,False,True,True,False,False,False,False,True,True,True,True,1885,tpcc-8,541.564569566184
True,True,True,False,True,False,False,True,True,False,False,False,False,True,True,True,True,1885,ycsb-2400,12663.75739131739
True,True,True,False,True,False,False,True,True,False,False,False,False,True,True,True,True,1885,ycsb-600,19974.60703009468
True,False,True,True,True,True,False,True,False,True,True,True,False,False,True,True,True,1886,ycsb-2400,14924.133550954391
True,False,True,True,True,True,False,True,False,True,True,True,False,False,True,True,True,1886,ycsb-600,20483.94598273611
True,False,True,True,True,True,False,True,False,True,True,True,False,False,True,True,True,1886,smallbank-1,17908.75287945494
True,False,True,True,True,True,False,True,False,True,True,True,False,False,True,True,True,1886,tpcc-8,575.6899338120417
True,False,True,True,True,True,False,True,False,True,True,True,False,False,True,True,True,1886,voter-2,25710.516614388616
True,False,True,True,True,True,False,True,False,True,True,True,False,False,True,True,True,1886,smallbank-10,12178.663694418825
True,False,True,True,True,True,False,True,False,True,True,True,False,False,True,True,True,1886,voter-16,26192.264883409964
True,False,True,True,True,True,False,True,False,True,True,True,False,False,True,True,True,1886,tpcc-2,701.5478128428463
True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,1887,smallbank-1,26131.82294244947
True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,1887,tpcc-8,970.4566723215812
True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,1887,ycsb-2400,18433.51076921955
True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,1887,ycsb-600,24302.76670102838
True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,1887,tpcc-2,868.9977081344111
True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,1887,voter-16,46724.29956157032
True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,1887,smallbank-10,17940.008335231487
True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,1887,voter-2,47476.08328348344
True,False,True,False,True,False,True,True,True,False,True,False,True,True,False,True,True,1888,voter-16,31703.7996206112
True,False,True,False,True,False,True,True,True,False,True,False,True,True,False,True,True,1888,tpcc-2,665.7629674656985
True,False,True,False,True,False,True,True,True,False,True,False,True,True,False,True,True,1888,voter-2,29721.316630010377
True,False,True,False,True,False,True,True,True,False,True,False,True,True,False,True,True,1888,smallbank-10,14382.512053251852
True,False,True,False,True,False,True,True,True,False,True,False,True,True,False,True,True,1888,tpcc-8,376.5145492366952
True,False,True,False,True,False,True,True,True,False,True,False,True,True,False,True,True,1888,smallbank-1,18298.455726789285
True,False,True,False,True,False,True,True,True,False,True,False,True,True,False,True,True,1888,ycsb-600,14183.231513812432
True,False,True,False,True,False,True,True,True,False,True,False,True,True,False,True,True,1888,ycsb-2400,10538.122830907228
False,False,True,False,False,False,True,True,True,True,False,False,True,False,False,True,False,1889,smallbank-10,14180.713144511596
False,False,True,False,False,False,True,True,True,True,False,False,True,False,False,True,False,1889,voter-2,26941.03322871232
False,False,True,False,False,False,True,True,True,True,False,False,True,False,False,True,False,1889,tpcc-2,654.6632388172151
False,False,True,False,False,False,True,True,True,True,False,False,True,False,False,True,False,1889,voter-16,31682.16654838658
False,False,True,False,False,False,True,True,True,True,False,False,True,False,False,True,False,1889,ycsb-600,13886.977635232975
False,False,True,False,False,False,True,True,True,True,False,False,True,False,False,True,False,1889,ycsb-2400,10480.157418945735
False,False,True,False,False,False,True,True,True,True,False,False,True,False,False,True,False,1889,tpcc-8,369.9308453880947
False,False,True,False,False,False,True,True,True,True,False,False,True,False,False,True,False,1889,smallbank-1,18583.615831283943
False,False,True,True,True,False,True,True,True,False,True,False,True,True,False,True,True,1890,tpcc-8,781.404645185973
False,False,True,True,True,False,True,True,True,False,True,False,True,True,False,True,True,1890,smallbank-1,18280.483330039955
False,False,True,True,True,False,True,True,True,False,True,False,True,True,False,True,True,1890,ycsb-600,13814.073568994008
False,False,True,True,True,False,True,True,True,False,True,False,True,True,False,True,True,1890,ycsb-2400,10660.18699350585
False,False,True,True,True,False,True,True,True,False,True,False,True,True,False,True,True,1890,tpcc-2,671.3567707224056
False,False,True,True,True,False,True,True,True,False,True,False,True,True,False,True,True,1890,voter-16,30465.466588979725
False,False,True,True,True,False,True,True,True,False,True,False,True,True,False,True,True,1890,smallbank-10,14256.25247114488
False,False,True,True,True,False,True,True,True,False,True,False,True,True,False,True,True,1890,voter-2,31006.033263052992
True,False,False,True,True,False,True,True,True,False,True,False,True,True,False,True,True,1891,ycsb-600,15787.605462285024
True,False,False,True,True,False,True,True,True,False,True,False,True,True,False,True,True,1891,ycsb-2400,11504.59097846928
True,False,False,True,True,False,True,True,True,False,True,False,True,True,False,True,True,1891,tpcc-8,390.6930326409179
True,False,False,True,True,False,True,True,True,False,True,False,True,True,False,True,True,1891,smallbank-1,17820.153688022663
True,False,False,True,True,False,True,True,True,False,True,False,True,True,False,True,True,1891,voter-2,31045.3499379093
True,False,False,True,True,False,True,True,True,False,True,False,True,True,False,True,True,1891,smallbank-10,14392.89664416602
True,False,False,True,True,False,True,True,True,False,True,False,True,True,False,True,True,1891,voter-16,32101.16666292153
True,False,False,True,True,False,True,True,True,False,True,False,True,True,False,True,True,1891,tpcc-2,689.5990473763826
True,False,True,False,False,False,True,True,False,True,False,False,True,False,False,True,False,1892,voter-16,32358.249946069584
True,False,True,False,False,False,True,True,False,True,False,False,True,False,False,True,False,1892,tpcc-2,724.0038561786356
True,False,True,False,False,False,True,True,False,True,False,False,True,False,False,True,False,1892,voter-2,32411.033219354533
True,False,True,False,False,False,True,True,False,True,False,False,True,False,False,True,False,1892,smallbank-10,14410.06847030838
True,False,True,False,False,False,True,True,False,True,False,False,True,False,False,True,False,1892,tpcc-8,829.5724429551739
True,False,True,False,False,False,True,True,False,True,False,False,True,False,False,True,False,1892,smallbank-1,19487.30030833995
True,False,True,False,False,False,True,True,False,True,False,False,True,False,False,True,False,1892,ycsb-600,19229.915925747544
True,False,True,False,False,False,True,True,False,True,False,False,True,False,False,True,False,1892,ycsb-2400,12727.053641541424
True,False,True,True,True,True,False,True,True,True,True,True,False,False,True,True,False,1893,smallbank-10,11593.66081695519
True,False,True,True,True,True,False,True,True,True,True,True,False,False,True,True,False,1893,voter-2,25351.266643005485
True,False,True,True,True,True,False,True,True,True,True,True,False,False,True,True,False,1893,tpcc-2,643.828417370722
True,False,True,True,True,True,False,True,True,True,True,True,False,False,True,True,False,1893,voter-16,24803.466624500776
True,False,True,True,True,True,False,True,True,True,True,True,False,False,True,True,False,1893,ycsb-600,19107.24352811321
True,False,True,True,True,True,False,True,True,True,True,True,False,False,True,True,False,1893,ycsb-2400,13854.24449136366
True,False,True,True,True,True,False,True,True,True,True,True,False,False,True,True,False,1893,tpcc-8,565.9808641474833
True,False,True,True,True,True,False,True,True,True,True,True,False,False,True,True,False,1893,smallbank-1,17070.882702285784
False,True,True,True,True,False,False,True,True,False,False,False,False,True,True,True,True,1894,tpcc-2,692.0646115231307
False,True,True,True,True,False,False,True,True,False,False,False,False,True,True,True,True,1894,voter-16,25188.416644836703
False,True,True,True,True,False,False,True,True,False,False,False,False,True,True,True,True,1894,smallbank-10,11900.92558352776
False,True,True,True,True,False,False,True,True,False,False,False,False,True,True,True,True,1894,voter-2,25758.633289543657
False,True,True,True,True,False,False,True,True,False,False,False,False,True,True,True,True,1894,smallbank-1,17508.34839816414
False,True,True,True,True,False,False,True,True,False,False,False,False,True,True,True,True,1894,tpcc-8,580.0272148195867
False,True,True,True,True,False,False,True,True,False,False,False,False,True,True,True,True,1894,ycsb-2400,12679.410640390352
False,True,True,True,True,False,False,True,True,False,False,False,False,True,True,True,True,1894,ycsb-600,19680.042313303475
False,False,True,False,False,False,False,False,True,True,True,True,False,True,True,False,True,1895,voter-2,30539.233258003223
False,False,True,False,False,False,False,False,True,True,True,True,False,True,True,False,True,1895,smallbank-10,12406.5473070792
False,False,True,False,False,False,False,False,True,True,True,True,False,True,True,False,True,1895,voter-16,28926.01661508194
False,False,True,False,False,False,False,False,True,True,True,True,False,True,True,False,True,1895,tpcc-2,711.2725092949777
False,False,True,False,False,False,False,False,True,True,True,True,False,True,True,False,True,1895,ycsb-2400,13396.818067608192
False,False,True,False,False,False,False,False,True,True,True,True,False,True,True,False,True,1895,ycsb-600,21909.62774929954
False,False,True,False,False,False,False,False,True,True,True,True,False,True,True,False,True,1895,smallbank-1,18307.483799474947
False,False,True,False,False,False,False,False,True,True,True,True,False,True,True,False,True,1895,tpcc-8,615.9799734295029
True,False,True,True,True,True,False,True,True,True,True,True,False,False,True,False,True,1896,smallbank-1,15690.509852583626
True,False,True,True,True,True,False,True,True,True,True,True,False,False,True,False,True,1896,tpcc-8,560.446110980369
True,False,True,True,True,True,False,True,True,True,True,True,False,False,True,False,True,1896,ycsb-2400,12577.321876231592
True,False,True,True,True,True,False,True,True,True,True,True,False,False,True,False,True,1896,ycsb-600,19466.549003521555
True,False,True,True,True,True,False,True,True,True,True,True,False,False,True,False,True,1896,voter-16,25233.03330053039
True,False,True,True,True,True,False,True,True,True,True,True,False,False,True,False,True,1896,tpcc-2,642.0294256747364
True,False,True,True,True,True,False,True,True,True,True,True,False,False,True,False,True,1896,voter-2,25000.599921664787
True,False,True,True,True,True,False,True,True,True,True,True,False,False,True,False,True,1896,smallbank-10,11627.336022586907
True,False,True,True,True,False,True,False,True,False,True,False,True,True,False,True,True,1897,ycsb-2400,11485.231335034838
True,False,True,True,True,False,True,False,True,False,True,False,True,True,False,True,True,1897,ycsb-600,15995.447720615117
True,False,True,True,True,False,True,False,True,False,True,False,True,True,False,True,True,1897,smallbank-1,23289.76673047275
True,False,True,True,True,False,True,False,True,False,True,False,True,True,False,True,True,1897,tpcc-8,397.02961627589417
True,False,True,True,True,False,True,False,True,False,True,False,True,True,False,True,True,1897,smallbank-10,17008.43560039334
True,False,True,True,True,False,True,False,True,False,True,False,True,True,False,True,True,1897,voter-2,45018.47129869929
True,False,True,True,True,False,True,False,True,False,True,False,True,True,False,True,True,1897,tpcc-2,805.638620179935
True,False,True,True,True,False,True,False,True,False,True,False,True,True,False,True,True,1897,voter-16,44225.31611237604
False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,1898,voter-2,28875.43325488841
False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,1898,smallbank-10,12408.849158443258
False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,1898,voter-16,30749.149998462544
False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,1898,tpcc-2,724.5033962881336
False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,1898,ycsb-600,22182.9278834463
False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,1898,ycsb-2400,14067.67486365522
False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,1898,tpcc-8,618.3566400961951
False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,1898,smallbank-1,19576.134281753508
True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,1900,smallbank-10,18497.45480189853
True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,1900,voter-2,47550.81666508164
True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,1900,tpcc-2,872.3404550106704
True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,1900,voter-16,46448.2498823311
True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,1900,ycsb-2400,19608.56014414411
True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,1900,ycsb-600,26103.514407944407
True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,1900,smallbank-1,25592.79601070568
True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,1900,tpcc-8,977.2454325177226
False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,True,True,1901,voter-16,31441.91345435117
False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,True,True,1901,tpcc-2,729.8819383464786
False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,True,True,1901,voter-2,32490.666648796803
False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,True,True,1901,smallbank-10,13898.674573301449
False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,True,True,1901,smallbank-1,18249.312099660143
False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,True,True,1901,tpcc-8,842.0051209100143
False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,True,True,1901,ycsb-2400,12895.686596356114
False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,True,True,1901,ycsb-600,18156.81684290857
False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,1902,ycsb-2400,20970.88712352579
False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,1902,ycsb-600,29045.07905882744
False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,1902,smallbank-1,26761.1230455851
False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,1902,tpcc-8,1008.649181329892
False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,1902,voter-2,48339.63326243521
False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,1902,smallbank-10,18433.427516824915
False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,1902,voter-16,46632.78324162219
False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,1902,tpcc-2,974.066290452607
True,False,True,True,True,False,True,True,True,False,True,False,True,True,False,False,True,1903,smallbank-1,18599.744261997934
True,False,True,True,True,False,True,True,True,False,True,False,True,True,False,False,True,1903,tpcc-8,370.2627568277176
True,False,True,True,True,False,True,True,True,False,True,False,True,True,False,False,True,1903,ycsb-2400,11099.02879604048
True,False,True,True,True,False,True,True,True,False,True,False,True,True,False,False,True,1903,ycsb-600,14083.090326626032
True,False,True,True,True,False,True,True,True,False,True,False,True,True,False,False,True,1903,tpcc-2,673.8158276424284
True,False,True,True,True,False,True,True,True,False,True,False,True,True,False,False,True,1903,voter-16,31332.83333124448
True,False,True,True,True,False,True,True,True,False,True,False,True,True,False,False,True,1903,smallbank-10,14049.39805960953
True,False,True,True,True,False,True,True,True,False,True,False,True,True,False,False,True,1903,voter-2,31612.783312258143
False,False,False,True,False,False,True,True,True,True,False,False,True,False,False,True,False,1904,ycsb-600,13652.0145657526
False,False,False,True,False,False,True,True,True,True,False,False,True,False,False,True,False,1904,ycsb-2400,11001.612426572285
